Senior Citizen,Partner,Tenure,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn,Age,Married,Number of Dependents,CLTV,Population,Internet Service_Fiber optic,Internet Service_No,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
0,0,31,1,0,0,1,1,0,1,1,1,101.4,3143.65,0,20,0,0,2025,776,True,False,False,False,False,True,False
0,1,24,1,0,0,0,0,0,0,0,0,20.25,439.75,0,61,1,2,3000,17269,False,True,True,False,False,False,True
0,1,14,1,0,0,0,0,1,0,0,0,48.8,664.4,0,39,1,0,2168,565,False,False,False,False,False,False,False
0,1,64,1,0,1,1,1,1,0,1,1,74.35,4759.55,0,23,1,0,4781,6439,False,False,False,True,False,False,True
0,0,50,1,0,0,0,0,0,0,0,1,19.35,1033.0,0,29,0,0,5247,1519,False,True,True,False,False,False,True
0,1,52,1,0,0,1,1,1,1,0,1,68.75,3482.85,0,45,1,2,4172,13706,False,False,True,False,False,True,False
0,0,28,1,1,0,1,0,0,1,1,0,100.2,2688.45,0,31,0,0,5137,17782,True,False,True,False,False,True,False
0,0,21,1,0,0,0,0,0,0,0,1,20.85,435.25,0,40,0,0,5422,28382,False,True,False,True,True,False,False
0,0,25,1,0,0,1,0,0,1,1,1,95.9,2448.75,1,55,0,0,2241,1254,True,False,False,False,False,True,False
0,1,17,1,0,0,0,0,0,0,0,0,19.35,307.0,0,33,1,0,2185,28318,False,True,True,False,False,False,True
0,1,58,0,0,0,0,0,0,1,1,1,45.0,2689.35,0,53,1,0,5006,495,False,False,True,False,True,False,False
1,1,17,1,0,0,0,0,0,0,1,0,81.5,1329.2,1,70,1,0,3443,6189,True,False,False,False,False,False,False
0,1,51,1,1,0,0,0,0,0,0,0,25.5,1281.25,0,59,1,0,5447,26971,False,True,False,True,False,False,True
0,1,72,0,0,1,0,1,1,1,0,0,48.9,3527.0,0,53,1,3,5415,74,False,False,False,True,False,False,True
0,1,52,1,0,1,0,0,0,1,0,0,84.1,4348.65,1,40,1,0,6216,1601,True,False,False,False,False,True,False
0,0,27,1,0,0,0,0,0,0,0,1,19.6,561.15,0,62,0,0,2896,963,False,True,False,True,False,False,True
0,0,3,1,0,0,0,0,0,0,0,0,20.0,63.6,0,38,0,0,4258,28,False,True,False,False,False,False,True
0,1,64,1,1,1,1,1,1,0,1,1,81.3,5129.3,0,33,1,0,5254,844,False,False,False,True,False,False,True
0,1,45,1,0,0,0,0,1,1,1,1,95.2,4285.8,0,51,1,0,3363,101,True,False,False,True,True,False,False
1,1,3,0,0,0,0,0,0,1,0,1,36.45,93.7,1,67,1,0,3766,3193,False,False,False,False,False,False,True
0,1,71,1,1,0,1,1,1,1,1,1,83.3,5894.5,0,56,1,0,4264,513,False,False,False,True,True,False,False
1,0,1,0,0,0,0,0,0,0,0,0,25.05,25.05,1,69,0,0,4842,73,False,False,False,False,False,False,True
0,1,58,1,0,0,0,0,0,0,0,0,20.3,1160.75,0,35,1,1,4424,145,False,True,False,True,True,False,False
0,1,34,1,0,0,1,1,0,1,0,1,89.85,3091.75,0,25,1,3,3096,4579,True,False,False,False,False,True,False
0,0,8,1,0,1,0,0,0,0,0,1,49.85,365.55,1,48,0,0,2269,8812,False,False,False,False,False,True,False
0,1,15,1,0,0,0,0,0,0,0,0,19.8,272.95,0,49,1,1,4167,34967,False,True,False,False,False,False,True
0,1,66,0,0,0,0,1,1,1,1,0,54.65,3632.0,0,49,1,3,4051,27786,False,False,False,True,False,False,False
1,0,12,0,0,0,1,0,0,0,0,1,29.35,381.2,0,79,0,0,3606,31586,False,False,False,False,True,False,False
0,0,58,1,0,0,0,0,0,0,0,1,19.15,1035.5,0,49,0,0,6339,30338,False,True,False,True,False,False,False
0,1,3,1,0,0,0,0,0,0,0,0,19.1,52.0,0,32,1,2,3863,41476,False,True,False,True,False,False,True
1,1,43,0,0,0,1,1,0,1,1,0,55.55,2342.2,1,70,1,0,2573,615,False,False,False,False,True,False,False
0,0,9,1,0,0,1,1,0,0,0,0,80.55,653.9,0,38,0,0,3581,21418,True,False,False,False,False,True,False
0,0,3,1,0,0,0,0,0,0,0,0,20.25,71.2,0,60,0,0,4331,899,False,True,True,False,False,False,True
0,1,22,1,0,0,1,0,0,1,1,1,69.5,1498.2,1,22,1,0,5922,595,False,False,True,False,False,False,False
0,1,40,1,1,0,1,1,0,1,1,1,106.0,4178.65,0,37,1,0,5118,269,True,False,True,False,False,False,False
0,0,68,1,1,0,0,0,0,0,0,0,25.5,1821.8,0,50,0,0,5182,265,False,True,False,True,False,False,False
0,1,54,1,1,0,1,1,0,1,1,1,104.3,5278.15,1,47,1,0,4019,4552,True,False,False,False,False,True,False
0,0,50,1,1,0,1,0,1,1,1,1,79.6,4024.2,0,39,0,0,5592,290,False,False,False,True,False,False,True
0,0,1,1,0,0,0,0,0,0,1,1,55.25,55.25,0,21,0,0,3255,417,False,False,False,False,False,True,False
0,1,72,1,1,1,1,1,1,1,1,0,88.05,6520.8,0,49,1,0,6247,344,False,False,False,True,False,False,False
0,0,40,1,0,0,0,0,0,0,0,1,20.4,854.9,0,58,0,3,3200,228,False,True,True,False,False,False,False
0,1,72,1,1,1,1,1,1,1,1,1,117.6,8308.9,0,28,1,1,6173,6277,True,False,False,True,False,False,False
0,0,6,1,0,0,0,0,0,0,0,0,20.0,109.2,0,60,0,0,3142,2664,False,True,False,False,False,False,True
0,0,5,1,0,0,0,0,0,0,0,1,19.65,92.05,0,62,0,0,2878,13840,False,True,False,False,True,False,False
0,1,48,1,1,0,1,1,0,0,1,1,70.55,3420.5,0,41,1,0,3997,12348,False,False,True,False,True,False,False
0,0,1,1,1,0,0,0,0,1,1,1,93.85,93.85,1,49,0,0,3014,1162,True,False,False,False,False,True,False
0,1,64,1,0,1,0,0,1,1,0,0,65.8,4068.0,0,39,1,2,4754,960,False,False,True,False,False,False,True
0,0,17,1,0,0,0,0,0,0,0,0,20.05,337.9,0,63,0,0,4828,2602,False,True,True,False,True,False,False
0,1,40,1,0,0,1,1,0,0,0,1,80.0,3168.75,0,41,1,0,2478,2156,True,False,False,False,False,True,False
0,1,41,0,0,1,0,1,0,0,0,0,35.4,1412.4,0,37,1,2,4375,1902,False,False,True,False,True,False,False
1,0,51,1,1,0,1,0,0,0,0,1,79.6,3974.7,0,69,0,0,4673,84,True,False,True,False,False,False,False
0,1,41,1,1,0,1,0,0,0,0,1,80.25,3439.0,0,36,1,0,5757,170,True,False,False,False,False,True,False
0,1,1,1,0,0,0,1,0,0,0,0,50.45,50.45,1,47,1,2,2426,48690,False,False,False,False,False,False,True
0,0,2,1,0,0,0,0,0,0,0,1,20.45,42.45,0,31,0,0,2606,373,False,True,False,False,False,False,True
0,0,68,1,0,0,1,1,0,0,0,0,79.6,5461.45,0,50,0,0,5210,392,True,False,True,False,True,False,False
0,1,24,1,1,0,0,0,0,0,0,0,24.7,571.75,0,42,1,3,5302,3357,False,True,False,True,False,False,True
0,1,70,1,1,1,0,1,1,0,1,0,77.3,5498.2,0,22,1,0,6252,295,False,False,False,True,True,False,False
0,0,3,0,0,0,0,0,1,0,0,1,29.75,96.85,0,58,0,0,3425,616,False,False,False,False,False,True,False
0,0,2,1,0,0,0,0,0,0,0,0,44.9,111.05,0,56,0,0,4370,1294,False,False,False,False,False,False,False
0,1,3,0,0,0,1,0,0,0,0,0,29.8,94.4,0,62,1,0,5614,397,False,False,False,False,True,False,False
0,0,7,1,1,0,0,0,1,1,1,1,74.65,521.1,1,33,0,0,4612,42239,False,False,False,False,False,True,False
0,0,13,1,0,1,0,0,0,1,1,1,71.95,923.85,0,54,0,0,3605,1026,False,False,False,False,False,True,False
0,0,7,1,0,0,0,0,0,0,0,0,20.75,141.1,0,44,0,0,4476,268,False,True,False,False,False,False,True
0,1,12,1,0,0,0,0,0,1,0,1,56.3,628.65,0,49,1,2,2047,911,False,False,False,False,False,False,True
0,1,53,1,1,0,1,1,0,1,1,1,105.25,5576.3,0,40,1,1,6365,734,True,False,True,False,False,True,False
0,0,12,1,1,0,0,0,0,1,1,1,94.2,1046.1,1,53,0,0,3975,482,True,False,False,False,False,True,False
0,1,63,1,0,0,0,0,0,0,0,0,19.55,1245.6,0,48,1,2,6002,1236,False,True,False,True,False,False,True
0,0,15,1,0,1,1,1,1,1,1,0,84.45,1287.85,0,58,0,0,4653,1845,False,False,False,False,False,False,True
0,1,36,1,0,1,1,0,0,0,0,0,53.65,1939.35,0,40,1,1,4113,386,False,False,True,False,False,False,True
1,1,4,0,0,0,0,1,0,0,0,1,29.9,118.25,0,78,1,0,2914,3756,False,False,False,False,False,True,False
0,1,24,1,0,0,0,0,0,0,0,0,19.7,452.55,0,51,1,1,4642,1554,False,True,False,True,False,False,True
0,0,61,0,0,1,1,1,1,0,0,0,43.7,2696.55,0,59,0,0,4051,1586,False,False,True,False,True,False,False
0,0,16,1,1,0,1,0,0,0,0,0,55.3,875.35,0,43,0,0,3771,816,False,False,False,False,False,True,False
0,1,65,1,0,0,0,0,0,0,0,1,19.85,1267.05,0,55,1,1,6009,598,False,True,False,True,True,False,False
0,1,26,1,0,0,0,0,0,0,0,0,19.65,494.9,0,40,1,2,4184,78,False,True,False,True,True,False,False
0,0,16,1,0,0,0,0,1,0,0,1,49.45,799.0,0,29,0,0,3446,830,False,False,False,False,False,False,True
0,1,54,1,1,1,1,0,0,1,1,0,106.55,5763.3,1,59,1,0,4893,124,True,False,True,False,False,False,False
0,0,1,1,0,0,0,0,0,0,0,0,20.1,20.1,1,33,0,0,5747,42239,False,True,False,False,False,False,True
0,0,5,1,0,0,0,0,0,0,0,0,20.45,106.9,0,19,0,1,3353,431,False,True,False,True,False,False,True
0,0,19,0,0,0,1,0,0,0,1,1,39.7,710.05,0,19,0,0,4034,7309,False,False,False,False,False,True,False
0,0,10,1,1,1,0,0,0,0,0,1,54.5,568.2,0,29,0,0,4163,240,False,False,False,False,True,False,False
0,1,23,1,0,0,1,1,1,0,0,0,83.8,1900.25,1,45,1,0,5737,829,True,False,False,False,False,True,False
0,0,3,1,0,0,0,0,0,1,0,0,55.15,159.15,1,25,0,0,5698,182,False,False,False,False,False,False,True
0,0,72,1,1,0,1,1,1,1,1,1,111.6,8012.75,0,42,0,0,5425,4931,True,False,False,True,False,False,False
1,1,10,1,1,0,0,0,0,0,1,1,86.65,856.65,1,74,1,0,4990,263,True,False,False,False,False,True,False
0,1,10,1,0,0,1,1,0,0,0,1,55.55,551.3,0,30,1,2,2530,433,False,False,False,False,False,False,True
0,1,11,1,0,0,0,0,0,0,0,1,20.55,184.95,0,34,1,0,3971,215,False,True,True,False,False,False,True
1,0,37,1,1,1,1,0,0,1,1,1,106.75,4056.75,1,77,0,0,5849,26438,True,False,False,False,False,False,False
0,1,17,1,1,1,0,0,1,0,0,1,62.1,1096.65,0,58,1,3,3937,459,False,False,True,False,False,False,True
0,1,36,1,1,1,0,1,0,1,1,1,104.5,3684.95,0,39,1,1,4102,88,True,False,False,False,True,False,False
1,0,17,1,0,0,1,1,0,1,1,1,101.8,1752.45,0,77,0,0,3296,332,True,False,False,False,False,True,False
1,1,66,1,1,1,1,0,1,1,1,1,110.6,7210.85,0,70,1,2,5418,528,True,False,True,False,True,False,False
0,1,61,1,0,1,1,1,1,1,1,0,84.9,5264.5,0,21,1,2,4413,4231,False,False,True,False,False,False,False
0,0,22,1,0,0,1,0,0,1,1,1,93.2,2157.3,0,50,0,0,4093,405,True,False,False,False,False,False,True
0,0,1,0,0,0,0,0,0,0,0,1,24.4,24.4,0,40,0,0,3145,734,False,False,False,False,False,True,False
0,0,6,1,0,0,0,0,0,0,0,0,70.55,433.95,0,52,0,0,4059,439,True,False,False,False,True,False,False
0,0,31,1,0,0,1,0,1,0,0,1,78.45,2435.15,1,46,0,0,3091,3749,True,False,False,False,False,True,False
0,1,68,1,0,1,1,1,1,1,1,1,85.0,5607.75,0,61,1,1,6221,5896,False,False,False,True,True,False,False
0,1,34,1,1,0,0,1,0,1,0,0,87.45,2874.15,1,39,1,0,3358,843,True,False,False,False,False,True,False
0,1,52,1,0,0,1,1,1,0,0,0,85.8,4433.3,0,61,1,1,5494,9538,True,False,False,False,False,False,False
0,0,10,1,0,0,0,1,1,1,0,1,91.1,964.35,0,43,0,3,3857,5096,True,False,False,False,False,True,False
0,1,29,1,0,0,0,0,0,0,0,1,70.75,1974.8,1,36,1,0,2663,1839,True,False,False,False,False,True,False
0,1,72,1,0,0,0,0,0,0,0,0,20.1,1460.85,0,39,1,2,4598,857,False,True,False,True,False,False,False
0,1,47,1,0,0,0,0,0,0,0,0,20.05,951.55,0,28,1,1,5183,650,False,True,True,False,False,False,True
0,1,24,1,1,1,0,0,0,1,1,0,74.8,1821.2,0,57,1,1,5535,88,False,False,True,False,False,False,True
0,0,65,1,1,0,0,0,0,0,0,0,24.8,1600.95,0,50,0,0,5826,1332,False,True,True,False,True,False,False
0,0,4,1,1,0,0,0,1,1,1,1,100.85,399.25,0,31,0,0,5354,104,True,False,False,False,False,False,True
1,1,12,1,1,0,1,0,0,1,1,1,101.35,1218.55,1,66,1,0,3967,1177,True,False,False,False,False,True,False
0,0,1,1,1,1,0,0,0,0,0,1,81.7,81.7,1,31,0,0,5574,132,True,False,False,False,False,True,False
0,0,33,1,0,0,0,0,0,0,0,0,68.25,2171.15,1,37,0,0,5647,231,True,False,False,False,False,True,False
0,0,34,1,0,0,1,1,1,1,1,1,105.1,3634.8,0,38,0,0,3941,946,True,False,False,False,False,True,False
0,1,14,1,0,0,0,0,0,0,0,0,20.4,292.4,0,46,1,0,4556,3093,False,True,False,True,False,False,True
0,0,4,1,0,0,0,0,0,0,1,1,79.15,317.25,1,41,0,0,5762,42239,True,False,False,False,False,True,False
0,1,13,1,0,0,0,0,0,0,0,0,20.0,218.55,0,54,1,2,5651,277,False,True,True,False,False,False,True
0,1,65,1,1,0,1,0,1,1,1,1,79.4,5071.9,0,42,1,1,4023,385,False,False,False,True,False,False,False
0,1,23,1,0,1,0,0,1,0,0,0,57.2,1423.35,0,59,1,2,4021,1822,False,False,True,False,True,False,False
0,1,55,1,0,1,1,1,0,0,0,0,58.6,3068.6,0,38,1,0,6231,85,False,False,False,True,False,True,False
0,1,49,1,0,0,1,0,0,1,1,1,94.8,4690.65,0,58,1,0,4252,957,True,False,False,True,False,True,False
0,1,60,1,1,0,1,1,0,1,1,0,102.5,6157.6,0,48,1,0,4968,481,True,False,True,False,False,False,False
0,1,69,1,0,0,0,0,0,0,0,1,20.35,1442.65,0,24,1,2,5188,4236,False,True,True,False,True,False,False
0,0,40,1,1,0,0,0,0,1,0,1,84.9,3369.05,0,59,0,0,2904,61,True,False,False,False,False,True,False
0,1,67,1,0,1,1,0,1,0,1,1,69.2,4671.65,0,59,1,0,4323,322,False,False,False,True,True,False,False
1,0,35,1,1,0,0,0,0,1,1,1,95.45,3474.05,1,70,0,0,2080,348,True,False,False,False,False,True,False
0,1,19,1,1,0,0,0,1,1,1,1,100.95,1875.55,1,29,1,0,4072,227,True,False,True,False,False,True,False
0,1,13,1,0,0,0,0,0,0,0,0,20.85,272.35,0,56,1,3,3163,408,False,True,False,True,False,False,True
0,0,41,1,1,0,1,0,0,1,0,1,88.5,3645.05,0,33,0,2,5984,19440,True,False,False,False,False,False,False
0,0,4,0,0,1,0,1,0,0,0,0,35.0,135.75,0,46,0,0,3523,72,False,False,False,False,False,False,True
0,1,24,1,0,1,0,0,1,0,0,0,55.15,1319.85,0,29,1,3,2200,116,False,False,False,False,False,True,False
0,0,5,0,0,0,1,0,0,1,1,1,50.95,229.4,0,46,0,0,3573,2595,False,False,False,False,True,False,False
0,0,5,1,1,0,1,0,0,0,1,1,64.0,370.25,0,37,0,0,4421,162,False,False,False,False,False,True,False
0,1,1,1,0,0,0,0,0,0,0,1,69.1,69.1,1,46,1,0,4779,4158,True,False,False,False,False,False,True
0,1,72,1,1,1,1,1,1,1,0,0,80.2,5714.2,0,39,1,3,6087,1943,False,False,False,True,False,False,False
0,0,24,1,0,0,0,1,0,0,0,1,49.3,1233.25,0,34,0,0,5394,858,False,False,False,False,True,False,False
0,1,42,1,1,1,0,1,1,1,1,0,84.35,3571.6,0,25,1,0,3363,1291,False,False,False,True,True,False,False
0,0,4,1,0,0,0,0,0,0,0,0,20.05,83.3,0,33,0,0,4596,4806,False,True,False,False,False,False,True
0,0,68,1,1,1,1,1,1,1,1,1,117.2,8035.95,0,39,0,0,4629,4002,True,False,True,False,True,False,False
0,1,33,1,0,0,0,0,0,0,0,0,20.1,579.4,0,23,1,3,3342,942,False,True,True,False,False,False,True
1,0,1,1,0,0,0,0,0,0,0,1,69.6,69.6,1,68,0,0,2151,678,True,False,False,False,False,True,False
0,0,31,1,1,0,1,1,0,1,1,1,103.45,3066.45,1,53,0,0,5387,33038,True,False,True,False,False,True,False
0,0,4,1,1,0,1,0,0,0,0,0,77.95,305.55,1,31,0,0,5365,28201,True,False,False,False,False,False,False
1,1,69,1,1,0,1,1,1,1,1,1,109.95,7634.25,0,71,1,0,4297,54492,True,False,False,True,False,True,False
1,0,38,1,1,0,0,0,0,1,1,0,94.75,3653.0,0,68,0,0,3654,44586,True,False,False,False,False,True,False
0,1,3,1,0,0,1,0,1,0,0,1,80.0,241.3,0,49,1,3,4264,58198,True,False,False,False,False,True,False
0,1,48,1,1,0,1,0,1,1,1,0,79.65,3870.3,0,44,1,1,3246,67852,False,False,False,True,False,True,False
0,1,15,1,1,0,0,0,0,0,0,0,25.2,387.9,0,35,1,0,4411,43019,False,True,False,True,False,False,True
0,0,25,1,0,0,0,0,0,0,0,0,19.9,527.5,0,50,0,0,3048,62784,False,True,True,False,True,False,False
1,0,1,1,0,0,0,0,0,1,0,0,78.45,78.45,1,65,0,0,2139,45025,True,False,False,False,False,True,False
0,0,48,0,0,1,1,0,0,1,0,1,44.8,2104.55,0,62,0,0,2469,30852,False,False,False,False,False,True,False
0,0,1,1,0,0,0,0,0,0,0,0,20.3,20.3,0,29,0,0,4270,1957,False,True,False,False,False,False,True
0,0,1,1,0,0,0,0,0,0,0,0,19.2,19.2,0,22,0,0,2716,101215,False,True,False,False,False,True,False
0,0,37,1,0,0,1,1,0,0,0,0,80.05,3019.1,0,48,0,0,3364,30596,True,False,True,False,False,True,False
1,1,66,1,1,0,1,1,1,1,1,1,107.35,7051.95,0,71,1,0,4138,9732,True,False,True,False,False,False,False
0,1,26,0,0,1,1,1,0,1,0,0,47.85,1190.5,0,34,1,0,4362,3524,False,False,True,False,False,False,False
0,1,63,1,0,1,1,0,1,1,0,0,70.8,4448.8,0,59,1,0,5114,15140,False,False,True,False,True,False,False
0,0,10,0,0,0,0,1,0,0,0,0,29.5,255.25,1,46,0,0,3797,46984,False,False,False,False,False,False,True
0,0,2,1,0,1,0,0,0,1,1,1,70.75,146.9,1,64,0,0,3257,20692,False,False,False,False,False,True,False
1,1,18,1,0,1,0,0,0,0,1,1,59.1,1011.05,0,74,1,0,2422,47143,False,False,False,False,True,False,False
0,1,64,1,1,0,0,0,0,0,0,0,25.55,1714.95,0,40,1,0,4312,67520,False,True,False,True,False,False,True
1,0,9,1,1,0,0,0,0,0,1,1,84.45,762.5,1,76,0,0,3543,4258,True,False,False,False,False,True,False
0,0,28,1,0,0,0,0,0,0,0,0,20.25,535.35,0,27,0,3,4476,3012,False,True,False,False,False,False,True
0,0,1,1,0,0,0,1,0,0,0,0,75.55,75.55,0,32,0,0,3503,68701,True,False,False,False,False,True,False
0,0,4,1,1,0,0,0,0,0,1,1,85.65,338.9,1,19,0,0,2330,47487,True,False,False,False,False,True,False
1,0,38,1,0,0,1,1,1,1,0,1,70.15,2497.35,1,73,0,0,2645,44150,False,False,True,False,True,False,False
0,1,66,1,1,0,1,1,0,0,1,0,95.3,6273.4,0,36,1,0,5706,41175,True,False,True,False,False,True,False
0,0,1,1,0,0,0,0,0,0,0,1,70.25,70.25,0,20,0,0,4063,73686,True,False,False,False,False,True,False
0,1,18,1,0,0,0,0,1,0,0,1,50.3,908.75,0,42,1,0,3740,48727,False,False,False,False,False,False,True
1,0,51,1,1,0,0,1,0,1,1,1,97.8,4913.3,1,70,0,0,6204,30568,True,False,False,False,False,True,False
0,1,0,1,0,0,0,0,0,0,0,0,19.85,0.0,0,56,1,1,2019,41713,False,True,False,True,False,False,True
0,0,1,1,0,0,0,0,0,0,0,0,46.3,46.3,1,39,0,0,3017,38415,False,False,False,False,False,False,True
0,0,12,1,0,0,0,0,0,0,0,0,19.35,212.3,0,44,0,3,2558,46960,False,True,False,True,False,False,False
0,0,41,1,1,0,1,1,0,1,1,1,106.3,4443.45,1,63,0,0,5383,49431,True,False,False,False,False,True,False
0,0,12,1,1,0,0,0,0,0,0,0,25.0,316.2,0,37,0,0,4408,58218,False,True,False,False,False,True,False
0,1,55,1,0,0,0,0,0,0,0,0,20.3,1079.05,0,62,1,1,5153,27799,False,True,False,True,False,False,True
0,0,7,1,1,0,0,0,0,0,0,1,75.35,564.65,0,63,0,0,4989,32901,True,False,False,False,False,True,False
0,0,12,1,0,0,0,1,1,0,1,1,89.4,1095.65,1,36,0,0,5047,56709,True,False,False,False,False,True,False
0,1,68,1,1,1,1,1,1,1,1,0,88.0,6161.9,0,49,1,1,5436,32562,False,False,False,True,True,False,False
1,0,5,1,1,0,0,0,0,1,0,1,83.15,446.05,1,68,0,0,2516,29310,True,False,False,False,True,False,False
1,0,49,1,0,0,0,0,0,0,0,0,43.8,2106.05,0,78,0,0,5651,9805,False,False,False,False,False,False,True
0,0,40,0,0,1,1,1,0,1,1,0,62.05,2511.55,0,38,0,0,2290,27866,False,False,True,False,True,False,False
0,0,16,1,0,0,0,0,0,0,0,0,20.1,318.6,0,23,0,0,4545,64672,False,True,True,False,False,False,False
0,0,10,1,1,0,0,0,0,0,0,1,74.15,811.8,1,28,0,0,4231,44764,True,False,False,False,False,False,True
0,1,72,1,1,0,1,1,0,1,1,1,101.35,7323.15,0,49,1,0,4497,87383,True,False,True,False,False,True,False
1,0,2,1,1,0,0,0,0,0,1,1,84.05,186.05,0,70,0,0,5039,39334,True,False,False,False,False,True,False
0,1,23,1,0,0,0,0,0,0,0,0,20.9,454.0,0,32,1,1,4076,49839,False,True,False,True,False,False,True
1,0,71,1,1,0,1,1,0,1,1,1,105.9,7521.95,0,65,0,0,5479,47107,True,False,True,False,False,True,False
0,1,11,1,1,0,0,1,0,1,1,1,99.5,1056.95,1,43,1,0,5286,21739,True,False,False,False,False,True,False
0,0,1,1,0,0,0,0,0,0,0,1,44.15,44.15,1,44,0,0,4773,33523,False,False,False,False,False,False,True
0,0,16,1,0,0,1,0,1,0,0,1,53.9,834.15,1,36,0,0,5091,8115,False,False,False,False,False,False,True
0,0,1,1,1,0,0,0,0,0,1,1,85.45,85.45,1,22,0,0,2318,44004,True,False,False,False,False,False,True
0,1,12,1,0,0,1,0,0,0,1,1,85.05,999.8,0,44,1,0,2540,3642,True,False,False,False,True,False,False
0,0,54,0,0,1,0,0,1,0,1,0,44.1,2369.7,0,52,0,0,6205,38128,False,False,True,False,False,False,False
0,1,68,1,1,0,1,1,1,0,0,0,90.2,6297.65,0,27,1,0,4095,24511,True,False,False,True,True,False,False
0,1,4,1,1,0,0,0,0,0,0,0,50.85,239.55,1,36,1,1,5386,29299,False,False,False,False,False,False,True
0,0,1,1,0,0,0,1,0,0,1,0,59.2,59.2,1,40,0,3,5020,55668,False,False,False,False,False,True,False
0,0,27,1,0,1,0,0,1,0,0,0,53.45,1461.45,0,53,0,0,2191,24505,False,False,False,False,False,False,True
0,0,21,1,0,0,0,0,0,0,0,1,19.95,416.4,0,34,0,0,3632,47534,False,True,False,False,False,False,True
0,0,13,1,0,0,0,1,0,1,0,1,83.2,1060.6,1,42,0,0,4028,55204,True,False,False,False,False,True,False
1,0,64,1,1,0,1,1,1,0,1,0,74.65,4869.35,0,68,0,0,5113,2527,False,False,False,False,True,False,False
0,0,1,1,0,1,1,0,0,0,0,1,54.9,54.9,1,19,0,0,2833,21728,False,False,False,False,False,True,False
0,1,57,0,0,0,1,1,1,1,1,1,57.5,3265.95,0,27,1,0,4133,20408,False,False,False,True,False,False,False
0,1,21,1,1,1,0,1,0,1,1,1,103.9,2254.2,1,57,1,0,3769,21,True,False,False,False,False,True,False
0,0,19,1,0,0,0,0,0,0,0,0,19.65,358.15,0,25,0,0,5596,10470,False,True,False,True,False,False,True
0,1,31,1,0,0,0,1,0,1,1,1,93.8,2939.8,0,27,1,0,2510,105285,True,False,True,False,False,True,False
0,0,52,1,1,1,1,1,1,1,1,1,89.25,4652.4,0,34,0,0,4624,21397,False,False,False,True,False,False,True
0,0,46,1,1,0,1,1,0,0,1,1,94.15,4408.45,0,55,0,0,3924,8321,True,False,True,False,False,True,False
1,0,11,1,1,1,0,0,0,0,0,1,55.6,580.8,0,73,0,0,5014,11355,False,False,False,False,False,True,False
0,1,53,0,0,1,1,1,0,0,1,1,48.7,2495.2,0,40,1,3,4116,47305,False,False,False,False,False,False,False
0,1,11,1,0,0,0,0,0,0,0,1,19.25,180.3,1,35,1,3,5638,51387,False,True,False,False,False,False,True
1,0,57,1,1,0,1,0,1,1,1,1,104.9,5913.95,0,68,0,0,5838,29825,True,False,False,False,False,False,False
1,0,2,1,1,0,0,0,0,0,0,1,75.45,158.4,1,77,0,0,3350,31963,True,False,False,False,False,False,True
1,0,2,1,0,1,1,0,0,0,0,0,54.85,104.2,1,73,0,0,3016,15195,False,False,False,False,False,False,True
0,1,71,1,0,0,0,0,0,0,0,0,19.9,1389.35,0,34,1,1,5789,24908,False,True,False,True,False,False,False
0,1,1,1,0,0,0,0,0,0,0,1,19.4,19.4,0,58,1,2,3160,40152,False,True,False,False,False,False,True
0,1,68,1,1,0,0,0,0,0,0,0,25.05,1629.2,0,19,1,0,4187,42459,False,True,False,True,True,False,False
0,1,72,1,0,1,1,1,1,1,1,0,84.45,6033.1,0,35,1,0,6297,16041,False,False,False,True,False,False,True
0,0,2,1,0,0,0,0,0,0,0,0,19.3,44.4,0,34,0,0,3009,47758,False,True,False,False,False,False,True
1,1,1,1,1,0,0,0,0,1,1,1,95.1,95.1,1,71,1,0,5795,9960,True,False,False,False,False,True,False
0,0,41,1,0,1,0,1,1,1,1,1,79.85,3320.75,0,57,0,0,5556,26442,False,False,True,False,False,False,False
0,1,72,1,1,0,0,0,0,0,0,0,25.55,1867.7,0,53,1,3,6425,93315,False,True,False,True,True,False,False
0,1,6,1,1,0,0,0,0,0,0,1,75.5,438.0,1,33,1,0,5838,18693,True,False,False,False,False,True,False
0,1,4,1,0,0,0,1,0,0,0,1,73.75,325.45,1,25,1,0,5026,78114,True,False,False,False,False,True,False
0,0,12,1,1,0,0,0,0,1,1,1,96.05,1148.1,1,39,0,0,2577,33300,True,False,False,False,False,True,False
0,1,58,1,1,1,0,0,1,0,1,1,68.4,3972.25,0,24,1,0,5269,69850,False,False,True,False,False,True,False
0,0,7,1,0,0,0,0,0,0,0,0,20.65,155.9,0,55,0,0,2100,11,False,True,False,False,False,False,True
0,1,65,1,0,1,0,1,0,0,0,1,55.15,3673.15,0,63,1,0,6205,19630,False,False,False,False,False,False,True
0,0,1,1,0,0,0,0,0,0,0,1,70.6,70.6,0,31,0,0,3530,33758,True,False,False,False,False,False,True
0,1,56,1,0,0,0,0,0,0,0,0,19.95,1126.75,0,29,1,0,4838,28094,False,True,True,False,True,False,False
0,0,4,1,0,0,0,0,0,0,0,0,19.0,73.45,0,21,0,0,4345,22548,False,True,False,False,False,False,True
0,1,58,1,0,0,0,0,0,0,0,1,44.1,2413.05,0,44,1,3,5040,24979,False,False,True,False,False,False,True
