LoyaltyID,Customer ID,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Age,Married,Number of Dependents,Satisfaction Score,CLTV,Churn Category,Churn Reason,Zip Code,Population
344749,5651-CPDND,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,No,45,No,0,4,3903,,,94578,36568
808399,2186-QZEYA,Yes,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,No,68,No,0,3,2044,,,94579,19815
625587,1131-ALZWV,No,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.6,605.25,No,58,No,0,5,4147,,,94580,26240
708545,7729-XBTWX,No,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1344.5,No,62,Yes,2,4,4485,,,94583,44078
398003,9134-WYRVP,No,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.35,4267.15,No,51,No,0,3,5311,,,94585,39279
888297,3284-SVCRO,No,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1121.05,No,35,Yes,0,3,3146,,,94586,790
507407,9732-OUYRN,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.0,918.7,No,54,Yes,0,3,4066,,,94587,66472
141542,0559-CKHUS,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,No,44,Yes,0,3,5758,,,94588,28568
277171,2931-SVLTV,No,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,No,59,Yes,3,3,2283,,,94589,42209
130333,6899-PPEEA,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,66,No,0,2,4448,Attitude,Attitude of service provider,94590,37218
159680,7504-UWHNB,No,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,No,42,No,0,4,3080,,,94591,51665
643016,2582-FFFZR,No,No,No,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,1073.3,No,34,No,0,4,2854,,,94592,159
888499,8908-NMQTX,No,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,No,36,No,0,3,4369,,,94595,18024
784738,2187-LZGPL,No,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,36,No,0,2,4414,Attitude,Attitude of service provider,94596,40917
784570,1431-AIDJQ,No,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,2603.1,No,44,Yes,1,4,2281,,,94598,26022
145513,6288-LBEAR,No,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.1,1783.75,No,22,No,0,5,3619,,,94599,2873
662164,4597-NUCQV,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,65,No,0,3,4287,Attitude,Attitude of support person,94601,54876
743753,9019-QVLZD,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,58,No,0,2,5082,Competitor,Competitor made better offer,94602,28900
571885,8413-YNHNV,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,90.65,6322.1,No,42,No,0,3,6487,,,94603,31392
923082,5808-TOTXO,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,No,37,No,2,3,2774,,,94605,42854
662625,4369-NYSCF,No,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.75,4284.65,No,61,No,0,3,6487,,,94606,41876
122248,6333-YDVLT,No,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,No,61,No,0,4,6351,,,94607,21054
104276,5324-KTGCG,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,No,55,Yes,0,4,4837,,,94608,24589
109531,5599-HVLTW,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,No,73,No,0,4,3276,,,94609,21097
159188,7394-LWLYN,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,123.8,No,57,No,0,3,4840,,,94610,29964
730792,3707-LRWZD,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,44,No,0,2,3553,Other,Moved,94611,36517
514797,6873-UDNLD,No,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.45,2731.0,No,28,No,0,3,4714,,,94612,11702
637911,2700-LUEVA,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,No,49,No,0,3,2791,,,94618,15438
512872,1455-ESIQH,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,44,No,0,2,2905,Other,Moved,94619,24518
437719,0958-YHXGP,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,No,25,No,0,4,4562,,,94621,30751
678454,1101-SSWAG,No,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,No,60,Yes,0,5,4858,,,94702,15638
393418,2979-SXESE,No,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,57,Yes,0,1,4103,Other,Moved,94703,19763
513981,4013-TLDHQ,No,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,59,No,0,1,3666,Competitor,Competitor had better devices,94704,21205
325560,5743-KHMNA,No,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.55,1898.1,No,43,No,0,5,6305,,,94705,12448
712641,4194-FJARJ,No,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.0,3273.95,No,22,Yes,3,3,4798,,,94706,15882
826113,5325-UWTWJ,No,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,No,47,Yes,0,4,5722,,,94707,11889
617087,3969-GYXEL,No,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.4,838.7,No,46,No,0,4,4033,,,94708,10737
129548,9208-OLGAQ,Yes,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.95,1443.65,No,70,No,0,4,3878,,,94709,10147
883919,3244-CQPHU,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,No,77,No,0,4,5232,,,94710,8157
176359,2674-MLXMN,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,No,73,No,0,4,4241,,,94801,28450
792418,9708-HPXWZ,Yes,No,No,5,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.4,214.75,No,74,No,0,5,2599,,,94803,25399
580334,6992-TKNYO,No,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),69.0,2669.45,No,34,Yes,0,4,4487,,,94804,39089
305426,4468-YDOVK,No,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,No,57,No,2,5,3307,,,94805,13984
291353,3754-DXMRT,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,78,No,0,2,5655,Attitude,Attitude of support person,94806,55720
197241,5792-JALQC,Yes,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,No,78,No,0,3,5085,,,94901,40239
652687,7130-VTEWQ,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,74,No,0,3,4174,Competitor,Competitor offered more data,94903,28403
159856,2200-DSAAL,No,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2,No,52,No,0,3,5914,,,94904,12010
794620,4302-ZYFEL,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1403.1,No,23,Yes,2,4,5366,,,94920,13065
197096,9351-LZYGF,No,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,No,56,Yes,0,3,3773,,,94922,584
711699,4366-CTOUZ,No,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.2,5038.45,No,36,No,0,4,5419,,,94923,1785
725837,6121-VZNQB,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,35,No,0,2,5890,Competitor,Competitor made better offer,94924,1573
314081,7903-CMPEY,Yes,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,78,Yes,0,1,4138,Competitor,Competitor had better devices,94925,9038
789225,1518-OMDIK,No,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,No,23,Yes,0,4,2422,,,94928,42544
336419,6671-NGWON,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,150.6,No,43,No,0,5,3098,,,94929,330
852813,0595-ITUDF,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,5960.5,No,21,Yes,1,3,5371,,,94930,8486
227575,6996-KNSML,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,26,No,0,1,5919,Competitor,Competitor had better devices,94931,7936
533707,1955-IBMMB,No,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.2,1192.3,No,47,No,0,4,5216,,,94933,1025
611058,0096-BXERS,No,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,No,30,Yes,0,3,3442,,,94937,1004
687548,3806-YAZOV,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,56.0,No,44,No,0,4,3010,,,94938,821
792044,7998-ZLXWN,No,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,330.8,No,21,Yes,0,4,5184,,,94939,6773
307584,6253-WRFHY,No,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,64.75,877.35,No,59,Yes,1,3,4741,,,94940,406
315734,9133-AYJZG,No,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,No,40,No,0,5,5781,,,94941,28727
575059,2675-OTVVJ,Yes,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.45,2807.65,No,76,Yes,0,4,5597,,,94945,16429
226194,8680-CGLTP,No,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,58.75,1696.2,No,35,No,0,3,5198,,,94946,607
139110,8430-TWCBX,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,1032.05,No,62,Yes,0,3,4074,,,94947,24741
765655,5018-GWURO,No,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,No,25,Yes,0,4,6483,,,94949,13361
302207,6741-QRLUP,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),80.3,4995.35,No,50,No,0,3,5554,,,94950,248
638983,4737-HOBAX,No,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,No,51,Yes,0,4,4073,,,94951,3777
251443,0537-QYZZN,Yes,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85,1857.75,No,66,Yes,2,3,3412,,,94952,31930
322672,3340-QBBFM,Yes,Yes,No,36,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),54.1,1992.85,No,65,Yes,0,3,4017,,,94954,35419
399001,1704-NRWYE,Yes,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,79,No,0,2,5242,Attitude,Attitude of support person,94956,1885
799257,2592-SEIFQ,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,36,No,0,2,3503,Competitor,Competitor offered higher download speeds,94960,16849
203550,8200-KLNYW,No,Yes,No,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,80.9,1714.95,No,55,Yes,0,4,5733,,,94963,548
803126,3372-CDXFJ,No,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.5,343.6,No,31,Yes,2,5,5077,,,94964,6448
707586,4781-ZXYGU,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,No,25,Yes,2,3,3960,,,94965,11213
978463,7632-YUTXB,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,520.1,No,52,Yes,2,4,2010,,,94970,781
283816,2718-YSKCS,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1387.45,No,64,Yes,3,5,6444,,,94971,384
327819,9896-UYMIE,No,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),114.3,7383.7,No,27,No,0,3,5303,,,94972,66
196583,0853-NWIFK,No,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.3,4483.95,No,27,No,0,3,4868,,,94973,1449
908799,8212-CRQXP,No,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,No,20,Yes,0,3,2640,,,95002,2147
910716,6980-CDGFC,No,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.85,1327.4,No,57,Yes,0,5,5972,,,95003,24227
319378,7691-XVTZH,No,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5974.3,No,30,Yes,0,4,5672,,,95004,3373
947028,2520-SGTTA,No,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,0.0,No,23,Yes,3,4,3763,,,95005,6407
748468,7481-ATQQS,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,76,No,0,2,5651,Attitude,Attitude of support person,95006,10520
796541,2277-VWCNI,Yes,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,No,65,No,0,3,3048,,,95007,1007
867015,1088-CNNKB,No,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),80.0,5040.2,No,34,Yes,0,3,5540,,,95008,44976
761240,8642-GVWRF,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Yes,25,Yes,0,1,3039,Competitor,Competitor had better devices,95010,9673
545716,1930-BZLHI,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,422.7,No,31,No,0,5,3721,,,95012,8582
134035,3400-ESFUW,No,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,28,Yes,0,1,5463,Competitor,Competitor offered more data,95014,54431
642313,5868-YTYKS,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,No,21,No,2,3,2448,,,95017,857
814894,3525-DVKFN,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,358.05,No,58,No,0,3,3561,,,95018,8728
700566,1482-OXZSY,No,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,No,45,No,0,3,3778,,,95019,4753
885614,0377-JBKKT,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,No,21,Yes,3,3,5036,,,95020,49968
119232,5778-BVOFB,No,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,No,33,No,0,5,4011,,,92027,48690
825490,3373-YZZYM,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,No,57,Yes,3,5,3007,,,95030,13290
295561,2057-ZBLPD,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes,50,Yes,0,3,2036,Competitor,Competitor offered more data,95032,24443
798375,0228-MAUWC,No,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.55,1144.6,No,40,No,0,4,3949,,,95033,10172
579679,5502-RLUYV,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,42,Yes,0,2,4283,Competitor,Competitor made better offer,95035,62848
999912,0023-HGHWL,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,67,No,0,3,5437,Competitor,Competitor made better offer,95037,41707
683762,7663-YJHSN,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95,7556.9,No,33,Yes,0,3,5096,,,95039,899
675944,4915-BFSXL,No,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),68.95,4858.7,No,49,Yes,1,3,4858,,,95041,77
256502,3086-RUCRN,No,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.1,6595.0,No,33,No,0,3,6183,,,95043,813
254359,5215-LNLDJ,No,Yes,Yes,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,149.05,No,20,Yes,2,3,3872,,,95045,3402
663133,7576-JMYWV,Yes,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.2,4972.1,No,76,Yes,1,3,4162,,,95046,5671
701074,9039-RBEEE,No,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,27,No,0,1,3080,Price,Price too high,95050,36349
443410,0257-KXZGU,No,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,No,29,Yes,1,3,5442,,,95051,52986
918339,1307-ATKGB,No,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.55,2187.15,No,21,No,0,5,2007,,,95054,13031
519650,8417-FMLZI,No,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,47,Yes,0,1,4242,Dissatisfaction,Product dissatisfaction,95060,43192
276947,3714-XPXBW,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.9,2976.95,No,43,No,0,4,3801,,,95062,36631
812149,1850-AKQEP,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,178.7,No,61,No,1,3,4577,,,95064,4563
153884,2824-DXNKN,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.45,5025.85,No,26,Yes,1,3,5656,,,95065,8365
522903,5227-JSCFE,Yes,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),46.35,3353.4,No,74,Yes,0,4,5421,,,95066,14574
681506,0848-ZGQIJ,No,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,No,56,Yes,0,5,3050,,,95070,30589
499874,3621-CHYVB,No,Yes,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.9,2782.4,No,44,Yes,0,3,5866,,,95073,9823
265975,8042-RNLKO,No,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,1699.15,No,40,No,0,3,4163,,,95076,81141
308260,1792-UXAFY,Yes,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,80,No,0,1,5082,Dissatisfaction,Service dissatisfaction,95110,18197
535772,5372-FBKBN,No,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,452.2,No,38,No,2,3,2143,,,95111,57748
850657,0420-TXVSG,No,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,No,43,Yes,0,3,5933,,,95112,52334
896291,6217-TOWGS,No,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,No,29,Yes,0,3,4852,,,95113,561
393904,0515-YPMCW,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,42,No,0,1,3525,Competitor,Competitor had better devices,95116,51706
158339,0378-XSZPU,No,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,Yes,31,Yes,0,2,4026,Dissatisfaction,Network reliability,95117,29914
672904,1045-LTCYT,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,139.75,No,54,Yes,3,3,2158,,,95118,31926
934950,1544-JJMYL,No,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),69.35,1927.3,No,19,No,0,3,2450,,,95119,10155
938969,4636-JGAAI,No,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,88.85,3000.25,No,28,Yes,0,3,4014,,,95120,37090
868480,6874-SGLHU,No,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,No,44,No,0,5,4126,,,95121,37127
602416,5951-AOFIH,No,No,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,No,19,No,0,5,3843,,,95122,59841
591731,4729-XKASR,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,Yes,56,No,3,1,3001,Competitor,Competitor had better devices,95123,59632
418958,3059-NGMXB,No,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,69.2,944.65,No,52,Yes,3,3,2871,,,95124,45257
807134,8652-YHIYU,No,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.5,1264.2,No,30,No,3,4,5040,,,95125,46185
260574,5278-PNYOX,No,No,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,4917.75,No,49,No,0,3,5499,,,95126,27023
237197,5449-FIBXJ,No,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes,34,Yes,0,3,2349,Price,Lack of affordable download/upload speed,95127,60620
947341,3486-HOOGQ,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),79.7,5743.3,No,44,Yes,1,3,4848,,,95128,32804
937802,5061-PBXFW,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,No,49,Yes,1,3,2649,,,95129,37570
